Vannkraftverk

Løpenummer;Navn;Type;Hovedeier;Org.nr. hovedeier;Fylke;Fylkesnr.;Kommune;Kommunenr.;Dato for første utnyttelse av fallet;Dato for eldste kraftproduserende del;Maks ytelse [MW];Midl. årsproduksjon (ref. 1981-2010) [GWh];Brutto fallhøyde [m];Maksimal slukeevne [m3/s];Energiekvivalent [kWh/m3];Elspotområde;Reginenr.
148;Hjertvatn;Kraftverk;BALLANGEN ENERGI AS;971592117;Nordland;18;Narvik;06;1957-07-01;1957-07-01;2,5;6,2614;194,9;2,15;0,323;4;172.B;
149;Hjorteland;Pumpe;STATKRAFT ENERGI AS;987059729;Rogaland;11;Suldal;34;1986-01-01;1986-01-01;-6,6;-19,9914;0;5,98;-0,305;2;035.A2;
1537;Hjorteland (Fjellbergsåno);Kraftverk;HJORTELAND KRAFT AS;989743597;Rogaland;11;Suldal;34;2009-12-10;2009-12-10;1,75;4,35;210;0,8;;2;035.A4A0;
1538;Hjorteland (Hjortelandsåno);Kraftverk;HJORTELAND KRAFT AS;989743597;Rogaland;11;Suldal;34;2009-12-10;2009-12-10;0,48;1,3;;;;2;035.A6A1;
150;Hodnaberg;Kraftverk;VOSS ENERGI PRODUKSJON AS;984665776;Vestland;46;Voss;21;1953-12-19;1953-12-19;32,5;110,3411;300;13,01;0,694;5;061.D;
1302;Hoelsfossen;Kraftverk;HOELSFOSSEN ELVERK AS;988470627;Møre og Romsdal;15;Fjord;78;2007-07-09;2007-07-09;0,4;2,65;13,9;3,2;0,035;3;100.B0;
1163;Hofkvern;Kraftverk;HOFKVERN KRAFTVERK AS;980684970;Innlandet;34;Åsnes;18;2000-01-01;2000-01-01;0,06;0,27;;;;1;002.G6A;
151;Hofsfoss;Kraftverk;GLITRE ENERGI PRODUKSJON AS;979487223;Viken;30;Ringerike;07;1978-01-01;1978-01-01;27;141,4353;26,79;120,97;0,061;1;012.F22;
152;Hogga;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestfold og Telemark;38;Nome;16;1987-04-01;1987-04-01;17;101,7914;12;168,64;0,028;2;016.BA8;
153;Hogstad;Kraftverk;SKAGERAK KRAFT AS;979563531;Vestfold og Telemark;38;Siljan;12;1913-08-01;1913-08-01;9,6;45,064;135,5;8,5;0,313;2;015.4E2;
154;Hol I (Urunda);Kraftverk;E-CO ENERGI AS;976894677;Viken;30;Hol;44;1956-01-01;1956-11-01;106;371,7256;370,6;32,4;0,909;5;012.CFB0;
155;Hol I (Votna);Kraftverk;E-CO ENERGI AS;976894677;Viken;30;Hol;44;1949-02-01;1949-02-01;114;379,7952;404,3;31,2;1,015;5;012.CFB0;
156;Hol II;Kraftverk;E-CO ENERGI AS;976894677;Viken;30;Hol;44;1957-01-01;1957-01-01;26;110,0988;47,7;71;0,102;5;012.CFA6;
157;Hol III;Kraftverk;E-CO ENERGI AS;976894677;Viken;30;Hol;44;1958-01-01;1958-01-01;60;233,4473;98;73,41;0,226;5;012.CF5;
1673;Holdal;Kraftverk;HOLDALBEKK KRAFT AS;992945850;Vestfold og Telemark;38;Vinje;25;2012-10-16;2012-10-16;1,24;3,5;216,6;0,7;0,492;2;016.BED41;
1740;Hole;Kraftverk;HOLE KRAFT AS;897706482;Møre og Romsdal;15;Stranda;25;2013-04-24;2013-04-24;0,236;0,9;67;0,45;0,146;3;098.6B0;
1979;Holen;Kraftverk;LUSTER SMÅKRAFT AS;988913480;Vestland;46;Luster;44;2019-12-12;2019-12-12;8,2;22,1;234,35;4,06;0,561;5;077.C2Z;
373;Holen III;Kraftverk;OTRA KRAFT DA;955007514;Agder;42;Bykle;22;1987-01-27;1987-01-27;160;246,6902;610;29,48;1,506;2;021.GB12B;
158;Holen I-II;Kraftverk;OTRA KRAFT DA;955007514;Agder;42;Bykle;22;1981-11-21;1981-11-21;230;584,6973;250;109,02;0,586;2;021.GB12B;
1266;Holmane;Kraftverk;HOLMANE KRAFTVERK ANS;987031115;Rogaland;11;Gjesdal;22;2005-01-01;2005-01-01;0,08;0,3;220;;;2;030.2A2A1;
1114;Holmbekken;Kraftverk;;;Trøndelag;50;Stjørdal;35;1997-01-01;1997-01-01;0,0045;0,018;;;;3;124.A12;
1528;Holmem;Kraftverk;HOLMEM KRAFT AS;891287232;Møre og Romsdal;15;Rauma;39;2009-02-21;2009-02-21;0,65;2,7;;;;3;103.640;
1797;Holmen;Kraftverk;HOLMEN KRAFT AS;989342053;Vestland;46;Aurland;41;2016-05-21;2016-05-21;25;81;278,5;10,6;0,655;5;071.AA;
1563;Holsbru;Kraftverk;NORSK HYDRO RJUKAN NÆRINGSPARK;974283646;Vestland;46;Årdal;43;2012-03-28;2012-03-28;48,9;84;687,8;8,8;1,544;5;074.CAZ;
1893;Holsen;Kraftverk;HOLSEN KRAFT NORDDØLA AS;995332744;Vestland;46;Sunnfjord;47;2017-04-12;2017-04-12;8,6;27;451,34;2,3;1,039;3;084.CC;
1168;Holsfossen;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Gausdal;41;1930-01-01;1930-01-01;2,2;9,8;24,23;10;0,061;1;002.DDB0;
1512;Hommafossen;Kraftverk;HESKESTAD KRAFT AS;989945696;Rogaland;11;Lund;12;2009-11-26;2009-11-26;0,99;3;150;0,83;;2;026.4F;
160;Hommelfoss;Kraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Masfjorden;34;1944-01-01;1986-02-26;2,8;14,0489;186,5;1,79;0,435;5;067.3A0;
1808;Hommsåne;Kraftverk;SMÅKRAFT AS;984616155;Agder;42;Valle;21;2016-05-10;2016-05-10;1,8;5,1;271;0,78;0,641;2;021.F50;
1753;Hongset Røye;Kraftverk;HAGEN ODD;969227061;Nordland;18;Brønnøy;13;2012-06-20;2012-06-20;0,025;0,215;57;0,08;0,087;4;148.2Z;
161;Honnefoss;Kraftverk;DALANE KRAFT AS;982388406;Rogaland;11;Eigersund;01;1956-02-07;1956-02-07;2,88;8,7591;39,59;8,52;0,075;2;027.1C2;
1293;Hopla;Kraftverk;;;Trøndelag;50;Levanger;37;2004-01-01;2004-01-01;0,0095;0,05;;;;3;125.4A;
1886;Hopland;Kraftverk;HOPLAND KRAFT AS;813266652;Vestland;46;Stryn;51;2016-12-06;2016-12-06;5,89;22,9;340;2,1;0,779;3;089.12Z;
1543;Hopselva;Kraftverk;HOPSELVA KRAFTVERK AS;990712603;Vestland;46;Bjørnafjorden;24;2010-05-30;2010-05-30;4,62;16;161;3,3;0,389;2;055.3Z;
981;Hopsfossen;Kraftverk;HOPSFOSSEN AS;915242715;Vestland;46;Bergen;01;1939-01-01;1939-01-01;0,22;0,4;11,2;;;5;056.3A;
545;Horga;Kraftverk;SIGDAL ENERGI;971030631;Viken;30;Sigdal;45;1990-11-01;1990-11-01;7,2;27,8664;204;4,4;0,467;1;012.BB42;
973;Horka;Kraftverk;AKERSHUS MILJØKRAFT AS;982910013;Viken;30;Gjerdrum;32;1998-01-01;1998-01-01;0,2;1;;;;1;002.CAAB;
947;Horneelva;Kraftverk;;;Vestland;46;Hyllestad;37;1999-01-01;1999-01-01;0,1092;0,64;;;;3;082.32Z;
796;Horpedal;Kraftverk;HORPEDAL KRAFT AS;985226520;Vestland;46;Sogndal;40;2004-01-13;2004-01-13;2,5;14,2;174;1,87;0,371;5;078.2A1Z;
162;Hovatn;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Bygland;20;1971-01-01;1971-01-01;45;68,6171;487,7;11;1,136;2;021.E11;
163;Hove;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Vik;39;1969-12-09;1969-12-09;60;390,926;318,2;21,98;0,758;5;070.6A;
1666;Hovland;Kraftverk;HOVLAND KRAFT AS;994550942;Vestland;46;Kinn;02;2012-02-28;2012-02-28;2,995;9,5;429;0,8;1,04;3;085.3Z;
1038;Hovuduk;Kraftverk;HOVUDUK KRAFTVERK AS;889553782;Vestfold og Telemark;38;Seljord;20;2003-01-01;2003-01-01;0,45;1,1;208;0,16;;2;016.CBAB;
834;Hugla;Kraftverk;HUGLA KRAFT AS;986005226;Vestland;46;Vik;39;2004-11-29;2004-11-29;1,35;5,5;142,5;1,17;0,312;5;070.AZ;
1045;Hulbak;Kraftverk;;;Viken;30;Hemsedal;42;2001-12-31;2001-12-31;0,048;0,185;;;;5;012.CDBA1;
932;Humberset;Kraftverk;HUMBERSET OLAV;969126591;Møre og Romsdal;15;Volda;77;1998-01-01;1998-01-01;0,011;0,02;;;;3;094.61;
164;Hunderfossen;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Lillehammer;05;1963-11-29;1963-11-29;112;608,2249;46,4;299,14;0,104;1;002.DE4;
1018;Hundseid;Kraftverk;JENS M HUNDSEID;971196181;Rogaland;11;Vindafjord;60;2007-01-01;2007-01-01;0,08;0,5;;;;2;038.B;
1287;Hundtjønnsbekken;Kraftverk;;;Agder;42;Froland;14;2000-01-01;2000-01-01;0,012;0,1;;;;2;020.BB1;
165;Hunnevatn;Pumpe;SIRA KVINA KRAFTSELSKAP;954090493;Agder;42;Sirdal;28;1983-01-01;1983-01-01;-2;-5,2026;0;12,07;-0,046;2;030.2C;
166;Hunsfoss;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Vennesla;23;1964-01-01;1964-01-01;25,1;141,5;13,67;206;0,034;2;021.A222;
1308;Hurunda;Kraftverk;HURUNDA KRAFT AS;987777702;Trøndelag;50;Rennebu;22;2006-09-11;2006-09-11;0,25;1;109;0,3;;3;121.C2;
1301;Husbyelva;Kraftverk;NORDVOLL ERNST HENRY;969119773;Nordland;18;Nesna;28;2002-01-01;2002-01-01;0,04;0,2;;;;4;158.52;
1845;Husefest;Kraftverk;OTTO ULLEVÅLSETER;991809341;Vestland;46;Kinn;02;2014-04-04;2014-04-04;0,06;0,31;17;0,45;0,037;3;085.63Z;
1744;Husstøl;Kraftverk;HUSSTØL KRAFTVERK AS;916612699;Rogaland;11;Hjelmeland;33;2013-09-01;2013-09-01;0,55;2,6;135;0,66;0,235;2;035.2A1;
1989;Hustveit;Kraftverk;PER BAKKEDAL;969444844;Rogaland;11;Vindafjord;60;2014-12-22;2014-12-22;0,037;0,01;70;0,065;0,158;2;038.2B;
1319;Hyelva;Kraftverk;O DRAGE AS;984892780;Vestland;46;Sunnfjord;47;2003-01-01;2003-01-01;1,33;4,4;;;;3;084.7B4Z;
167;Hylen;Kraftverk;STATKRAFT ENERGI AS;987059729;Rogaland;11;Suldal;34;1980-08-04;1980-08-04;160;946,5079;68;269,35;0,165;2;036.B23;
168;Hylla;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Engerdal;25;1986-11-01;1986-11-01;2,9;8,5176;324;1,1;0,731;1;311.DB33;
1696;Hynna;Kraftverk;HYNNA KRAFT AS;987934441;Trøndelag;50;Tydal;33;2013-05-07;2013-05-07;4,53;13,5;135,7;4;0,315;3;123.D5Z;
169;Høgefoss;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Vestfold og Telemark;38;Nissedal;22;1919-01-01;1919-01-01;25;139,2271;64;47;0,148;2;019.E2;
621;Høgfallet;Kraftverk;VOKKS KRAFT AS;976550013;Innlandet;34;Gjøvik;07;1989-01-01;1989-01-01;1,1;5,1525;38,5;3,4;0,09;1;002.DD2A;
1108;Høglielva Kraftverk;Kraftverk;;;Nordland;18;Vefsn;24;2004-01-01;2004-01-01;0,018;0,072;;;;4;152.BZ;
1721;Hølera;Kraftverk;SMÅKRAFT AS;984616155;Innlandet;34;Sør-Aurdal;49;2013-08-26;2013-08-26;0,88;4,5;44,25;2,25;0,109;1;012.HA0;
170;Hølseter;Kraftverk;SKAGERAK KRAFT AS;979563531;Viken;30;Flesberg;50;1980-03-01;1980-03-01;2;9,0434;70;3,6;0,153;1;015.F4C;
171;Hønefoss;Kraftverk;RINGERIKSKRAFT PRODUKSJON AS;987293586;Viken;30;Ringerike;07;1920-01-01;1920-01-01;29,4;119,8912;21,5;160;0,051;1;012.F21;
175;Høyanger K5A;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Høyanger;38;1965-06-30;1965-06-30;93;636,1908;574;19,4;1,289;3;079.7A;
176;Høyanger K5B;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Høyanger;38;1978-01-01;1978-01-01;16,4;107,0703;729;2,7;1,687;3;079.7B;
930;Høydal;Kraftverk;HØYDAL KRAFTVERK AS;979355548;Møre og Romsdal;15;Volda;77;1998-01-01;1998-01-01;1,1;5,7;;;;3;094.42Z;
177;Høylandsfoss;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Kvinesdal;27;1948-01-01;1948-01-01;7,5;35,2738;54,5;16,79;0,123;2;025.3A2;
178;Håen;Kraftverk;TRØNDERENERGI KRAFT AS;878631072;Trøndelag;50;Melhus;28;1966-11-10;1966-11-10;25;133,5001;212,69;14;0,495;3;122.AB;
1321;Hågjøla;Kraftverk;HÅGJØLA MIKROKRAFTVERK DA;989425056;Vestland;46;Stryn;51;2007-05-28;2007-05-28;0,1;0,54;;;;3;087.5Z;
179;Håkvik;Kraftverk;NORDKRAFT MAGASIN AS;928657213;Nordland;18;Narvik;06;1954-08-31;1954-08-31;12;41,367;216,6;6,4;0,521;4;174.2Z;
180;Hålandsfoss;Kraftverk;SUNNFJORD ENERGI AS;916501420;Vestland;46;Fjaler;46;1955-07-01;1955-07-01;4,85;22,5794;60;10;0,135;3;082.5A1;
1770;Håra;Kraftverk;HÅRA KRAFT AS;899065522;Vestland;46;Ullensvang;18;2014-04-29;2014-04-29;4,9;16,8;210,5;2,9;0,469;2;036.E4A0;
992;Hårstadbekken;Kraftverk;;;Trøndelag;50;Åfjord;58;2001-01-01;2001-01-01;0,005;0,015;;;;3;135.D21;
1246;Håvardsvatn;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Ullensvang;18;2006-09-13;2006-09-13;5;20,44;60;8,5;0,163;2;049.BC2;
181;Håverstad;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Åseral;24;1957-01-01;1957-01-01;48;293,7408;85;75;0,178;2;022.D80;
1919;Håvik;Kraftverk;HÅVIK LARS;869484032;Møre og Romsdal;15;Volda;77;2007-01-01;2007-01-01;0,01;0,05;;;;3;094.43;
1690;Ilaget;Kraftverk;ILAGET ENERGI AS;990311390;Vestland;46;Kvinnherad;17;2008-04-21;2008-04-21;1,7;7,88;450;0,5;0,944;2;045.31Z;
182;Ildgrubfossen;Kraftverk;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Rana;33;1950-07-01;1950-07-01;6,5;31,713;220;3;0,493;4;156.AB2;
1488;Imsland;Kraftverk;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;915640850;Rogaland;11;Vindafjord;60;2010-05-05;2010-05-05;5;18,2;105;5,73;0,242;2;038.2Z;
1129;Indre Fossen;Kraftverk;ERLEND SAMSLÅTT;969790521;Agder;42;Sirdal;28;1999-01-01;1999-01-01;0,036;0,213;;;;2;026.DAB;
1638;Indre Norddal;Kraftverk;MAGNE NORDDAL;982965616;Vestland;46;Fjaler;46;2008-07-09;2008-07-09;0,089;0,25;30,8;0,4;0,062;3;082.5C;
1556;Indrebø;Kraftverk;NYDALSELVA KRAFT AS;893040412;Vestland;46;Sunnfjord;47;2010-04-15;2010-04-15;0,884;3,6;26,5;4;0,061;3;087.B1A;
1460;Indreitselva;Kraftverk;INDREITSELVA MINIKRAFTVERK AS;890786332;Trøndelag;50;Heim;55;2008-04-25;2008-04-25;0,425;1,4;151;0,33;0,357;3;112.5;
1313;Ingstad;Kraftverk;INGSTAD KRAFT AS;989840762;Trøndelag;50;Stjørdal;35;2007-02-09;2007-02-09;0,132;0,57;100;0,2;;3;124.B0;
184;Innset;Kraftverk;STATKRAFT ENERGI AS;987059729;Troms og Finnmark Romsa ja Finnmárku;54;Bardu;16;1960-02-01;1960-02-01;90;500,3513;185;60;0,417;4;196.AC8;
1335;Innvik;Kraftverk;INNVIK KRAFTVERK AS;988300306;Vestland;46;Stryn;51;2007-04-15;2007-04-15;15,5;55;512;;;3;087.5Z;
185;Istad;Kraftverk;ISTAD KRAFT AS;923253920;Møre og Romsdal;15;Molde;06;1919-01-01;1919-01-01;4,8;24;158;3,6;0,37;3;105.3A0;
1225;Isvatn;Pumpe;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Rana;33;2004-01-01;2004-01-01;-0,1;0;;;;4;157.1B5A;
1940;Iungsdalshytta;Kraftverk;DEN NORSKE TURISTFORENING;979469241;Viken;30;Hol;44;2017-09-01;2017-09-01;0,06;0,1;25;0,3;0,056;5;012.CFBG2;
186;Iveland;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Iveland;18;1949-01-01;1949-01-01;87;501,2;50,5;216;0,112;2;021.B1;
1425;Jardøla;Kraftverk;JARDØLA KRAFT AS;990960453;Vestland;46;Gloppen;50;2008-10-16;2008-10-16;5;16,2;322;1,9;0,731;3;087.A1Z;
835;Joka;Kraftverk;JOKA KRAFT AS;986243992;Vestland;46;Vik;39;2005-05-23;2005-05-23;1,5;7,8;66;3;0,198;5;071.2Z;
1373;Jora;Kraftverk;JORA KRAFTVERK AS;989251090;Trøndelag;50;Rennebu;22;2008-01-10;2008-01-10;1,349;5;351;;;3;121.B32;
1703;Jorda;Kraftverk;JORDA KRAFT AS;998817374;Innlandet;34;Nord-Fron;36;2012-07-07;2012-07-07;2,55;7,5;335;0,9;0,787;1;002.DG1Z;
844;Jordal;Kraftverk;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Sunndal;63;2006-04-01;2006-04-01;4,95;21,4;195;3,2;0,492;3;109.3Z;
879;Jordal;Kraftverk;JORDALSKRAFT AS;984992807;Møre og Romsdal;15;Sunndal;63;2004-01-01;2004-01-01;0,99;4,2;;;;3;109.3Z;
1913;Jordal;Kraftverk;FJÆRLAND KRAFT AS;916498721;Vestland;46;Sogndal;40;2018-02-02;2018-02-02;6,06;20,8;256;2,9;0,58;5;078.4A;
913;Jordalen;Kraftverk;JORDALEN KRAFTLAG AS;985704562;Vestland;46;Voss;21;2005-01-26;2005-01-26;0,45;1,8;;;;5;071.AAZ;
1865;Jordalen 2;Kraftverk;SMÅKRAFT GREEN BOND 1 AS;921075758;Vestland;46;Voss;21;2017-05-11;2017-05-11;7,5;19;87;10,2;0,204;5;071.AA3;
547;Jostedal;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Luster;44;1989-12-01;1989-12-01;288;1005,786;1163;29;2,759;5;076.D10;
187;Jukla;Pumpekraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Kvinnherad;17;1974-06-16;1974-06-16;35;67,6761;200;27,01;0,36;5;046.4BA;
1480;Julfoss;Kraftverk;JULFOSS KRAFT AS;991683836;Trøndelag;50;Stjørdal;35;2009-11-28;2009-11-28;2,4;8;58;4,7;0,142;3;124.A1A;
188;Julskaret;Kraftverk;SELBU ENERGIVERK AS;980498646;Trøndelag;50;Selbu;32;1968-08-31;1968-08-31;7;26,781;106,8;8;0,243;3;123.B7CC;
1034;Juvet;Kraftverk;JUVET KRAFT AS;879757762;Vestfold og Telemark;38;Fyresdal;23;2002-05-24;2002-05-24;0,45;1,7;;;;2;019.DCAA;
782;Juvfossen;Kraftverk;TAFJORD KRAFTPRODUKSJON AS;977461898;Møre og Romsdal;15;Stranda;25;2002-04-17;2002-04-17;7;25,056;172;4,8;0,405;3;098.3Z;
880;Juvsbekken;Kraftverk;STEIN HARTVIK FLAATA;869161942;Viken;30;Nore og Uvdal;52;1998-01-01;1998-01-01;0,01;0,04;;;;5;015.JC12;
951;Jølstraholmen;Kraftverk;;;Vestland;46;Sunnfjord;47;2003-01-01;2003-01-01;0,144;1,11;;;;3;084.D6;
1653;Jølåna;Kraftverk;JØLÅNA KRAFT AS;994276484;Vestland;46;Stad;49;2011-11-10;2011-11-10;1,68;4,5;294;0,67;0,697;3;089.14;
191;Jørundland;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Åmli;17;1970-10-02;1970-10-02;55,2;212,1743;278,6;24;0,638;2;019.CB40;
1501;Jøssang;Kraftverk;JØRPELAND KRAFT AS;962130453;Rogaland;11;Strand;30;2010-12-09;2010-12-09;34;92;281;13;0,726;2;032.A;
1539;Jøssingfjord;Kraftverk;TITANIA AS;916769318;Rogaland;11;Sokndal;11;2009-01-01;2009-01-01;4,5;16;;;;2;026.3B;
1541;Jåstadkraft;Kraftverk;JÅSTADKRAFT AS;991542477;Vestland;46;Ullensvang;18;2010-06-23;2010-06-23;0,99;4,5;253,8;0,57;0,555;5;048.1;
192;Kaggefoss;Kraftverk;GLITRE ENERGI PRODUKSJON AS;979487223;Viken;30;Modum;47;1951-01-01;1951-01-01;85,5;586,8782;70;143;0,165;1;012.CA4;
193;Kaldestad;Kraftverk;KVAM KRAFTVERK AS;979599684;Vestland;46;Kvam;22;1936-01-01;1936-01-01;6,3;29,5336;596;1,2;1,457;5;052.72Z;
194;Kaldestad;Kraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Vaksdal;28;1964-11-05;1964-11-05;24;93,831;80;37,9;0,176;5;061.C;
990;Kaldheim Bruk;Kraftverk;;;Vestland;46;Etne;11;1995-01-01;1995-01-01;0,015;0,063;;;;2;041.AA1A;
1765;Kaldsåni;Kraftverk;SMÅKRAFT AS;984616155;Agder;42;Bykle;22;2015-05-28;2015-05-28;2,8;6,29;204;1,664;0,467;2;021.J8;
195;Kaldåga;Kraftverk;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Vefsn;24;1958-11-12;1958-11-12;15;71,9561;565;3,29;1,263;4;152.2C;
1996;Kaldåga;Kraftverk;AURORA BYGG OG ANLEGG AS;912295524;Nordland;18;Narvik;06;2019-12-04;2019-12-04;2,1;5,5;294;0,88;0,655;4;173.310;
1813;Kaldåna;Kraftverk;KALDÅNA KRAFT AS;911931931;Rogaland;11;Suldal;34;2014-12-17;2014-12-17;2,99;8,7;327,34;1,19;0,698;2;037.5B;
1085;Kaldåni;Kraftverk;MÅKESTAD LARS;969164213;Vestland;46;Ullensvang;18;2003-01-01;2003-01-01;0,054;0,3;190;0,011;;5;048.21;
886;Kalsabø;Kraftverk;TORSTEIN MIKAL BRATLAND;980139131;Rogaland;11;Suldal;34;2000-01-01;2000-01-01;0,09;0,6;;;;2;036.D1;
196;Kalvedalen;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Vang;54;1967-12-17;1967-12-17;19;73,6094;243,3;9,4;0,56;1;012.LE1;
1155;Kalvåa;Kraftverk;;;Trøndelag;50;Selbu;32;2000-01-01;2000-01-01;0,28;0,8;;;;3;123.D11Z;
989;Kambe Kraft;Kraftverk;KAMBE KRAFT ANS;982916844;Vestland;46;Etne;11;2002-01-01;2002-01-01;0,05;0,25;;;;2;041.A0;
197;Kammerfoss;Kraftverk;SKAGERAK KRAFT AS;979563531;Vestfold og Telemark;38;Kragerø;14;1958-01-01;1958-01-01;1,9;11,9877;6,4;36;0,015;2;017.A0;
1264;Kanalen;Kraftverk;;;Vestland;46;Sunnfjord;47;2005-01-01;2005-01-01;0,01;0,03;;;;3;083.C4;
1521;Kandal;Kraftverk;KANDAL KRAFT AS;991892567;Vestland;46;Gloppen;50;2009-10-15;2009-10-15;4,8;18;206;3;0,444;3;087.B13;
1519;Kangsliåga;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Hemnes;32;2010-06-01;2010-06-01;3,097;10;253,87;1,53;0,562;4;155.4A0;
1583;Kanndalen;Kraftverk;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Molde;06;2012-01-18;2012-01-18;5,49;20,5;261;2,85;0,535;3;104.3Z;
1532;Karstad;Kraftverk;KARSTAD MINIKRAFTVERK AS;992353732;Vestland;46;Sunnfjord;47;2009-04-01;2009-04-01;0,39;2,56;302;0,152;0,722;3;083.E0;
200;Kastdalen;Pumpe;STATKRAFT ENERGI AS;987059729;Vestland;46;Kvam;22;1969-01-01;1969-01-01;-1,6;-4,512;0;1;-0,278;5;052.51A;
1187;Kaupanger;Kraftverk;KAUPANGER ENERGI AS;990784779;Vestland;46;Sogndal;40;1996-01-01;1996-01-01;0,055;0,38;;;;5;077.1A;
1493;Kaupanger 3;Kraftverk;KAUPANGER ENERGI AS;990784779;Vestland;46;Sogndal;40;2010-04-12;2010-04-12;5,1;10,3;392;1,527;0,928;5;077.1B;
198;Kildalen;Kraftverk;YMBER PRODUKSJON AS;914678412;Troms og Finnmark Romsa ja Finnmárku;54;Nordreisa;28;1960-09-18;1960-09-18;8,2;27,9129;193,69;4,3;0,419;4;208.AA1;
1126;Kilsti;Kraftverk;;;Møre og Romsdal;15;Fjord;78;2004-01-01;2004-01-01;0,015;0,05;;;;3;099.1A;
1082;Kinnali;Kraftverk;KINNALI KRAFT AS;993528315;Vestland;46;Ullensvang;18;1995-01-01;1995-01-01;0,07;0,55;;;;5;050.1AZ;
1188;Kinnali II;Kraftverk;KINNALI KRAFT AS;993528315;Vestland;46;Ullensvang;18;1996-01-01;1996-01-01;0,099;0,8;;;;5;050.1AZ;
1723;Kinnforsen;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Vefsn;24;2014-08-15;2014-08-15;2,95;8,7;158;2,31;0,355;4;155.3Z;
752;Kinso;Kraftverk;HARDANGER ENERGI AS;983502601;Vestland;46;Ullensvang;18;1917-01-01;1917-01-01;4,1;21,1;111;4,35;0,262;5;050.1B2;
1409;Kistafossen;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Rødøy;36;2008-03-06;2008-03-06;1,6;6;;;;4;159.52Z;
199;Kiste;Kraftverk;SKAGERAK KRAFT AS;979563531;Vestfold og Telemark;38;Siljan;12;1917-02-25;1917-02-25;5,87;21,2744;43;15;0,078;2;015.4C;
201;Kistefoss I;Kraftverk;AS RANDSFJORD TREMASSE- & PAPIRFABRIKK;915297331;Viken;30;Jevnaker;53;1942-01-01;1942-01-01;1,3999;3,4701;9;20,46;0,018;1;012.EA6;
202;Kistefoss II;Kraftverk;AS RANDSFJORD TREMASSE- & PAPIRFABRIKK;915297331;Viken;30;Jevnaker;53;1955-01-01;1955-01-01;4,2;23,7652;10,5;44,43;0,025;1;012.EA6;
1374;Kittilsviken;Kraftverk;KITTILSVIKEN KRAFTVERK AS;989736744;Viken;30;Flå;39;2007-05-02;2007-05-02;1,9;6,8;160;1,5;0,352;5;012.CB7B;
203;Kjela;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestfold og Telemark;38;Vinje;25;1979-06-30;1979-06-30;62;282,345;174;41;0,419;2;016.BEE2;
980;Kjeldebekken;Kraftverk;NIPO KRAFT AS;985479321;Vestland;46;Alver;31;1998-01-01;1998-01-01;0,285;1,55;80;0,5;;5;064.4Z;
1161;Kjeldåga;Kraftverk;KJELDÅGA MINIKRAFTVERK STIAN KREKLING;921172214;Nordland;18;Beiarn;39;2004-01-26;2004-01-26;0,47;1,6;132;0,45;0,29;4;161.F22;
1742;Kjensvatn;Kraftverk;STATKRAFT ENERGI AS;987059729;Nordland;18;Hemnes;32;2014-07-24;2014-07-24;14;65;70;22;0,177;4;155.4E;
816;Kjetland;Kraftverk;KJETLAND KRAFT AS;982066948;Vestland;46;Masfjorden;34;2004-01-01;2004-01-01;1,5;5;127;1,15;0,301;5;067.2A;
204;Kjosfoss;Kraftverk;BANE NOR SF;917082308;Vestland;46;Aurland;41;1944-01-01;1944-01-01;4,2;25,0766;97,3;4,69;0,207;5;072.2B;
