Clave de Registro;Nombre de la Unidad de Producción;Estado;Dirección de la Unidad de Producción;Municipio de la Unidad de Producción;Provincia de la Unidad de Producción;Nombre del Titular de la Unidad de Producción;Dirección del Titular;Municipio del Titual;CPostal del Titular;Provincia del Titular;Participación, en %, del Titular en la Unidad de Producción;Nombre del 2º Propietario de la Unidad de Producción;Participación, en %, del 2º Propietario de la Unidad de Producción;Nombre del 3º Propietario de la Unidad de Producción;Participación, en %, del 3º Propietario de la Unidad de Producción;Nombre del 4º Propietario de la Unidad de Producción;Participación, en %, del 4º Propietario de la Unidad de Producción;Fecha de la puesta en servicio de la Unidad de Producción;Tipo de Unidad de Producción;Tecnología de la Unidad de Producción;Potencia Instalada en MW;Potencia Bruta Total en MW;Potencia Neta Total en MW;Tensión de Conexión de la Unidad de Producción en el Punto de Conexión;Nombre de la Empresa Propietaria de la red en la que tiene punto de conexión la Unidad de Producción;Nudo del punto de conexión de la Unidad de Producción;Nombre de la Unidad de Gestión Hidráulica (si es de tipo Hidráulica);Nombre del Río (si es de tipo Hidráulica);Nombre del Combustible más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 2º más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 3º más usado (si la Unidad es del tipo Térmica Clásica);Subsección;Denominación Ciclo Combinado;Mínimo Técnico Declarado;Modo de Funcionamiento;A (th/h);B (th/h.MW);C (th/h.MW2);A (th);B (horas);D (€/arranque);O&MVDi (€/MWh );Anotación al Margen
RO1-0899;EL PELGO GRUPO 2;DEFINITIVO;Villadecanes;Villadecanes;LEON;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.04.1941 00:00;HIDRÁULICA;EMBALSE;0,380;0,350;0,340;15,000;UNIÓN FENOSA DISTRIBUCIÓN;EL PELGO;UF GALICIA-COSTA;BURBIA;;;;1;;;;;;;;;;;
RO1-0901;LAS PICADAS GRUPO 1;DEFINITIVO;NAVAS DEL REY;Navas del Rey;MADRID;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1952 00:00;HIDRÁULICA;EMBALSE;10,000;12,310;12,150;132,000;UNIÓN FENOSA DISTRIBUCIÓN;LAS PICADAS;UF TAJO;ALBERCHE;;;;1;;;;;;;;;;;
RO1-0902;LAS PICADAS GRUPO 2;DEFINITIVO;Navas del Rey;Navas del Rey;MADRID;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1952 00:00;HIDRÁULICA;EMBALSE;10,000;12,330;12,170;132,000;UNIÓN FENOSA DISTRIBUCIÓN;LAS PICADAS;UF TAJO;ALBERCHE;;;;1;;;;;;;;;;;
RO1-0903;PORTODEMOUROS GRUPO 1;DEFINITIVO;Vila de Cruces;Vila de Cruces;PONTEVEDRA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;07.03.1968 00:00;HIDRÁULICA;EMBALSE;47,500;44,340;44,000;220,000;UNIÓN FENOSA DISTRIBUCIÓN;PORTODEMOUROS;UF GALICIA-COSTA;ULLA;;;;1;;;;;;;;;;;
RO1-0904;PORTODEMOUROS GRUPO 2;DEFINITIVO;Vila de Cruces;Vila de Cruces;PONTEVEDRA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;10.03.1968 00:00;HIDRÁULICA;EMBALSE;47,500;44,590;44,120;220,000;UNIÓN FENOSA DISTRIBUCIÓN;PORTODEMOUROS;UF GALICIA-COSTA;ULLA;;;;1;;;;;;;;;;;
RO1-0905;PUENTE NUEVO GRUPO 1;DEFINITIVO;;Cebreros;AVILA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1929 00:00;HIDRÁULICA;EMBALSE;5,400;5,400;6,530;132,000;UNIÓN FENOSA DISTRIBUCIÓN;PUENTE NUEVO;UF TAJO;ALBERCHE;;;;1;;;;;;;;;;;
RO1-0906;PUENTE NUEVO GRUPO 2;DEFINITIVO;Cebreros;Cebreros;AVILA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1929 00:00;HIDRÁULICA;EMBALSE;5,400;6,890;6,750;132,000;UNIÓN FENOSA DISTRIBUCIÓN;PUENTE NUEVO;UF TAJO;ALBERCHE;;;;1;;;;;;;;;;;
RO1-0907;PUENTE NUEVO GRUPO 3;DEFINITIVO;CEBREROS;Cebreros;AVILA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1929 00:00;HIDRÁULICA;EMBALSE;5,400;6,910;6,790;132,000;UNIÓN FENOSA DISTRIBUCIÓN;PUENTE NUEVO;UF TAJO;ALBERCHE;;;;1;;;;;;;;;;;
RO1-0908;REGUEIRO GRUPO 1;DEFINITIVO;;Parada de Sil;ORENSE;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;02.09.1970 00:00;HIDRÁULICA;EMBALSE;;14,400;14,320;132,000;UNIÓN FENOSA DISTRIBUCIÓN;REGUEIRO;UF GALICIA-COSTA;MAO;;;;1;;;;;;;;;;;
RO1-0909;REGUEIRO GRUPO 2;DEFINITIVO;Parada de Sil;Parada de Sil;ORENSE;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;23.09.1970 00:00;HIDRÁULICA;EMBALSE;16,500;14,470;14,320;132,000;UNIÓN FENOSA DISTRIBUCIÓN;REGUEIRO;UF GALICIA-COSTA;MAO;;;;1;;;;;;;;;;;
RO1-0913;SALAS GRUPO 1;DEFINITIVO;;Muíños;ORENSE;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;06.04.1973 00:00;HIDRÁULICA;EMBALSE;48,800;53,100;52,820;132,000;UNIÓN FENOSA DISTRIBUCIÓN;SALAS;UF GALICIA-COSTA;SALAS;;;;1;;;;;;;;;;;
RO1-0914;SAN ISIDORO (BARRIOS) GRUPO 1;DEFINITIVO;;Barrios de Luna (Los);LEON;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;EMBALSE;12,800;16,400;16,300;132,000;UNIÓN FENOSA DISTRIBUCIÓN;MORA DE LUNA;UF GALICIA-COSTA;LUNA;;;;1;;;;;;;;;;;
RO1-0915;SAN ISIDORO (BARRIOS) GRUPO 2;DEFINITIVO;;Barrios de Luna (Los);LEON;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;EMBALSE;12,800;16,530;16,430;132,000;UNIÓN FENOSA DISTRIBUCIÓN;MORA DE LUNA;UF GALICIA-COSTA;LUNA;;;;1;;;;;;;;;;;
RO1-0916;SAN ISIDORO (BARRIOS) GRUPO 3;DEFINITIVO;;Barrios de Luna (Los);LEON;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;EMBALSE;6,400;7,690;7,650;132,000;UNIÓN FENOSA DISTRIBUCIÓN;MORA DE LUNA;UF GALICIA-COSTA;LUNA;;;;1;;;;;;;;;;;
RO1-0917;SAN ISIDORO (BARRIOS) GRUPO 4;DEFINITIVO;;Barrios de Luna (Los);LEON;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;EMBALSE;6,400;7,600;7,560;132,000;UNIÓN FENOSA DISTRIBUCIÓN;MORA DE LUNA;UF GALICIA-COSTA;LUNA;;;;1;;;;;;;;;;;
RO1-0918;SAN JUAN GRUPO 1;DEFINITIVO;;San Martín de Valdeiglesias;MADRID;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;EMBALSE;16,720;19,420;19,050;132,000;UNIÓN FENOSA DISTRIBUCIÓN;SAN JUAN;UF TAJO;ALBERCHE;;;;1;;;;;;;;;;;
RO1-0919;SAN JUAN GRUPO 2;DEFINITIVO;San Martin de Valdeiglesias;San Martín de Valdeiglesias;MADRID;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1956 00:00;HIDRÁULICA;EMBALSE;16,720;20,130;19,760;132,000;UNIÓN FENOSA DISTRIBUCIÓN;SAN JUAN;UF TAJO;ALBERCHE;;;;1;;;;;;;;;;;
RO1-0921;TAMBRE I GRUPO 1;DEFINITIVO;;Noia;A CORUÑA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1927 00:00;HIDRÁULICA;EMBALSE;;4,330;4,260;66,000;UNIÓN FENOSA DISTRIBUCIÓN;TAMBRE I;UF GALICIA-COSTA;TAMBRE;;;;1;;;;;;;;;;;
RO1-0922;TAMBRE I GRUPO 2;DEFINITIVO;;Noia;A CORUÑA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1927 00:00;HIDRÁULICA;EMBALSE;3,200;4,420;4,360;66,000;UNIÓN FENOSA DISTRIBUCIÓN;TAMBRE I;UF GALICIA-COSTA;TAMBRE;;;;1;;;;;;;;;;;
RO1-0923;TAMBRE I GRUPO 3;DEFINITIVO;;Noia;A CORUÑA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1927 00:00;HIDRÁULICA;EMBALSE;3,200;4,370;4,300;66,000;UNIÓN FENOSA DISTRIBUCIÓN;TAMBRE I;UF GALICIA-COSTA;TAMBRE;;;;1;;;;;;;;;;;
RO1-0924;TAMBRE I GRUPO 4;DEFINITIVO;;Noia;A CORUÑA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1948 00:00;HIDRÁULICA;EMBALSE;8,480;10,450;10,340;66,000;UNIÓN FENOSA DISTRIBUCIÓN;TAMBRE I;UF GALICIA-COSTA;TAMBRE;;;;1;;;;;;;;;;;
RO1-0925;TAMBRE II GRUPO 1;DEFINITIVO;;Noia;A CORUÑA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;11.08.1975 00:00;HIDRÁULICA;EMBALSE;52,160;63,200;62,700;66,000;UNIÓN FENOSA DISTRIBUCIÓN;TAMBRE II;UF GALICIA-COSTA;TAMBRE;;;;1;;;;;;;;;;;
RO1-0926;VELLE GRUPO 1;DEFINITIVO;Ctra. Monforte s/n;Ourense;ORENSE;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.06.1966 00:00;HIDRÁULICA;EMBALSE;40,000;46,650;45,710;220,000;UNIÓN FENOSA DISTRIBUCIÓN;VELLE;UF MIÑO;MIÑO;;;;1;;;;;;;;;;;
RO1-0927;VELLE GRUPO 2;DEFINITIVO;Ourense;Ourense;ORENSE;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;12.01.1967 00:00;HIDRÁULICA;EMBALSE;50,000;41,180;40,770;220,000;UNIÓN FENOSA DISTRIBUCIÓN;VELLE;UF MIÑO;MIÑO;;;;1;;;;;;;;;;;
RO1-0928;LAS VENCIAS GRUPO 1;DEFINITIVO;Fuentidueña;Fuentidueña;SEGOVIA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.10.1962 00:00;HIDRÁULICA;EMBALSE;3,000;2,300;2,270;45,000;UNIÓN FENOSA DISTRIBUCIÓN;LAS VENCIAS;UF TAJO;DURATÓN;;;;1;;;;;;;;;;;
RO1-0931;VILLALBA GRUPO 1;DEFINITIVO;;Villalba de la Sierra;CUENCA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;21.07.1926 00:00;HIDRÁULICA;EMBALSE;5,200;5,200;5,630;66,000;UNIÓN FENOSA DISTRIBUCIÓN;VILLALBA DE LA SIERRA;UF TAJO;JUCAR;;;;1;;;;;;;;;;;
RO1-0932;VILLALBA GRUPO 2;DEFINITIVO;;Villalba de la Sierra;CUENCA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;21.07.1926 00:00;HIDRÁULICA;EMBALSE;5,200;5,200;5,580;66,000;UNIÓN FENOSA GENERACIÓN;VILLALBA DE LA SIERRA;UF TAJO;JUCAR;;;;1;;;;;;;;;;;
RO1-0933;ZORITA GRUPO 1;DEFINITIVO;;Zorita de los Canes;GUADALAJARA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;27.07.1948 00:00;HIDRÁULICA;EMBALSE;3,520;3,520;3,830;45,000;UNIÓN FENOSA DISTRIBUCIÓN;ZORITA;UF TAJO;TAJO;;;;1;;;;;;;;;;;
RO1-0934;ZORITA GRUPO 2;DEFINITIVO;Zorita de los Canes;Zorita de los Canes;GUADALAJARA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;27.07.1948 00:00;HIDRÁULICA;EMBALSE;3,520;3,520;3,705;45,000;UNIÓN FENOSA DISTRIBUCIÓN;ZORITA;UF TAJO;TAJO;;;;1;;;;;;;;;;;
RO1-0935;ZORITA GRUPO 3;DEFINITIVO;;Zorita de los Canes;GUADALAJARA;NATURGY GENERACIÓN, S.L.U.;Avenida de San Luis 77;Madrid;28033;MADRID;100,00;;;;;;;01.01.1962 00:00;HIDRÁULICA;EMBALSE;3,520;3,520;3,801;45,000;UNIÓN FENOSA DISTRIBUCIÓN;ZORITA;UF TAJO;TAJO;;;;1;;;;;;;;;;;
RO1-0936;ANZÁNIGO;DEFINITIVO;;Caldearenas;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1990 00:00;HIDRÁULICA;FLUYENTE;7,900;7,900;7,800;45,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;1;;;;;;;;;;;
RO1-0937;ARATORES;DEFINITIVO;;Castiello de Jaca;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1953 00:00;HIDRÁULICA;FLUYENTE;0,300;0,300;0,296;10,000;ERZ;SABIÑÁNIGO;EBRERZ;ARAGÓN;;;;1;;;;;;;;;;;
RO1-0938;BARROSA;DEFINITIVO;;Bielsa;HUESCA;CONFEDERACION HIDROGRAFICA DEL EBRO;Paseo Sagasta 24-26;Zaragoza;50008;ZARAGOZA;100,00;;;;;;;01.01.1930 00:00;HIDRÁULICA;FLUYENTE;3,600;3,600;3,550;30,000;ERZ;LA FORTUNADA;EBRERZ;CINCA;;;;1;;;;;;;;;;;
RO1-0939;BIELSA;DEFINITIVO;;Bielsa;HUESCA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.01.1949 00:00;HIDRÁULICA;FLUYENTE;1,600;1,600;1,540;30,000;ERZ;LA FORTUNADA;EBRERZ;CINCA;;;;1;;;;;;;;;;;
RO1-0940;CANALROYA;DEFINITIVO;;Canfranc;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1967 00:00;HIDRÁULICA;FLUYENTE;6,000;6,920;6,750;45,000;ERZ;SABIÑÁNIGO;EBRERZ;ARAGÓN;;;;1;;;;;;;;;;;
RO1-0942;CARCAVILLA;DEFINITIVO;;Peñas de Riglos (Las);HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1981 00:00;HIDRÁULICA;FLUYENTE;4,900;4,900;4,840;45,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;1;;;;;;;;;;;
RO1-0943;CASABLANCA;DEFINITIVO;BARRIO CASABLANCA (Canal Imperial);Zaragoza;ZARAGOZA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1984 00:00;HIDRÁULICA;FLUYENTE;0,650;0,590;0,580;10,000;ERZ;MIRALBUENO;EBRERZ;CANAL IMPERIAL (EBRO);;;;1;;;;;;;;;;;
RO1-0944;CASTELFABIB;DEFINITIVO;;Castielfabib;VALENCIA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1986 00:00;HIDRÁULICA;FLUYENTE;1,300;1,300;1,280;20,000;ERZ;TERUEL;EBRERZ;EBRO;;;;1;;;;;;;;;;;
RO1-0945;CASTIELLO;DEFINITIVO;;Castiello de Jaca;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1984 00:00;HIDRÁULICA;FLUYENTE;1,100;1,100;1,090;10,000;ERZ;JACA;EBRERZ;ARAGÓN;;;;1;;;;;;;;;;;
RO1-0946;EL BERBEL 1;DEFINITIVO;;Cabanillas;NAVARRA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1988 00:00;HIDRÁULICA;FLUYENTE;6,390;6,440;6,290;66,000;IBERDROLA;TUDELA;EBRERZ;EBRO;;;;1;;;;;;;;;;;
RO1-0947;EL BERBEL 2;DEFINITIVO;;Cabanillas;NAVARRA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1988 00:00;HIDRÁULICA;FLUYENTE;6,390;6,440;6,220;66,000;IBERDROLA;TUDELA;EBRERZ;EBRO;;;;1;;;;;;;;;;;
RO1-0948;EL BERBEL 3;DEFINITIVO;;Cabanillas;NAVARRA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1988 00:00;HIDRÁULICA;FLUYENTE;6,390;6,440;6,200;66,000;IBERDROLA;TUDELA;EBRERZ;EBRO;;;;1;;;;;;;;;;;
RO1-0949;EMBID DE LA RIBERA 1;DEFINITIVO;;Calatayud;ZARAGOZA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1934 00:00;HIDRÁULICA;FLUYENTE;1,600;1,600;1,580;45,000;ERZ;ESCATRÓN;EBRERZ;JALÓN;;;;1;;;;;;;;;;;
RO1-0950;EMBID DE LA RIBERA 2;DEFINITIVO;;Calatayud;ZARAGOZA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1934 00:00;HIDRÁULICA;FLUYENTE;1,600;1,230;1,210;45,000;ERZ;ESCATRÓN;EBRERZ;JALÓN;;;;1;;;;;;;;;;;
RO1-0951;HIDROELECTRICA DE HUESCA;DEFINITIVO;;Caldearenas;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1982 00:00;HIDRÁULICA;FLUYENTE;0,900;0,900;0,890;45,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;1;;;;;;;;;;;
RO1-0952;HUERMEDA;DEFINITIVO;;Calatayud;ZARAGOZA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.01.1985 00:00;HIDRÁULICA;FLUYENTE;0,320;0,320;;15,000;ERZ;ESCATRÓN;EBRERZ;JALÓN;;;;1;;;;;;;;;;;
RO1-0953;IP 1;DEFINITIVO;;Canfranc;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;BOMBEO MIXTO;28,000;30,600;30,050;132,000;ERZ;JACA;IPB;ARAGÓN;;;;1;;;;;;;;;;;
RO1-0954;IP 2;DEFINITIVO;;Canfranc;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;BOMBEO MIXTO;28,000;30,350;29,950;132,000;ERZ;JACA;IPB;ARAGÓN;;;;1;;;;;;;;;;;
RO1-0955;IP 3;DEFINITIVO;;Canfranc;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;BOMBEO MIXTO;28,000;29,300;28,850;132,000;ERZ;JACA;IPB;ARAGÓN;;;;1;;;;;;;;;;;
RO1-0956;JABARRELLA 1;DEFINITIVO;;Sabiñánigo;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1961 00:00;HIDRÁULICA;FLUYENTE;5,000;5,000;4,900;45,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;1;;;;;;;;;;;
RO1-0957;JABARRELLA 2;DEFINITIVO;;Sabiñánigo;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1961 00:00;HIDRÁULICA;FLUYENTE;5,000;5,000;4,900;45,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;1;;;;;;;;;;;
RO1-0958;JABARRELLA 3;DEFINITIVO;;Sabiñánigo;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1961 00:00;HIDRÁULICA;FLUYENTE;5,000;5,000;4,900;45,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;1;;;;;;;;;;;
RO1-0959;JACA 1;DEFINITIVO;;Jaca;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1967 00:00;HIDRÁULICA;FLUYENTE;7,600;7,750;7,670;45,000;ERZ;JACA;EBRERZ;ARAGÓN;;;;1;;;;;;;;;;;
RO1-0960;JACA 2;DEFINITIVO;;Jaca;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1968 00:00;HIDRÁULICA;FLUYENTE;7,600;8,290;8,200;45,000;ERZ;JACA;EBRERZ;ARAGÓN;;;;1;;;;;;;;;;;
RO1-0961;JAVIERRELATRE 1;DEFINITIVO;;Caldearenas;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1966 00:00;HIDRÁULICA;FLUYENTE;5,300;5,300;5,200;45,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;1;;;;;;;;;;;
RO1-0962;JAVIERRELATRE 2;DEFINITIVO;;Caldearenas;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1966 00:00;HIDRÁULICA;FLUYENTE;5,300;5,300;5,200;45,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;1;;;;;;;;;;;
RO1-0963;LA MORCA;DEFINITIVO;;Añón de Moncayo;ZARAGOZA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1985 00:00;HIDRÁULICA;FLUYENTE;0,980;0,720;0,680;15,000;ERZ;MAGALLÓN;EBRERZ;BRCO. DE LA MORCA;;;;1;;;;;;;;;;;
RO1-0964;LAFORTUNADA CINQUETA 1;DEFINITIVO;;Tella-Sin;HUESCA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.01.1932 00:00;HIDRÁULICA;EMBALSE;20,700;20,700;20,400;220,000;ERZ;LA FORTUNADA;EBRERZ;CINCA;;;;1;;;;;;;;;;;
RO1-0965;LAFORTUNADA CINQUETA 2;DEFINITIVO;;Tella-Sin;HUESCA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.01.1932 00:00;HIDRÁULICA;EMBALSE;20,700;20,700;20,400;220,000;ERZ;LA FORTUNADA;EBRERZ;CINCA;;;;1;;;;;;;;;;;
RO1-0966;LAFORTUNADA CINCA 1;DEFINITIVO;;Tella-Sin;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1923 00:00;HIDRÁULICA;EMBALSE;14,000;14,000;13,800;220,000;ERZ;LA FORTUNADA;EBRERZ;CINCA;;;;1;;;;;;;;;;;
